code,id,user_type_id/id,name,reconcile,chart_template_id/id
184000,account_account_184000,account.data_account_type_current_assets,KRATKOROČNO DANA POSOJILA Z ODKUPOM OBVEZNIC,False,account_chart_si_gd
185000,account_account_185000,account.data_account_type_current_assets,PREJETE MENICE,False,account_chart_si_gd
186000,account_account_186000,account.data_account_type_current_assets,KRATKOROČNO DANA POSOJILA Z ODKUPOM DRUGIH DOLŽNIŠKIH VREDNOSTNIH PAPIRJEV,False,account_chart_si_gd
187000,account_account_187000,account.data_account_type_current_assets,KRATKOROČNO NEVPLAČANI VPOKLICANI KAPITAL,False,account_chart_si_gd
189000,account_account_189000,account.data_account_type_current_assets,OSLABITEV VREDNOSTI KRATKOROČNIH POSOJIL,False,account_chart_si_gd
190000,account_account_190000,account.data_account_type_current_assets,KRATKOROČNO ODLOŽENI STROŠKI OZIROMA ODHODKI,False,account_chart_si_gd
191000,account_account_191000,account.data_account_type_current_assets,KRATKOROČNO NEZARAČUNANI PRIHODKI,False,account_chart_si_gd
192000,account_account_192000,account.data_account_type_current_assets,VREDNOTNICE,False,account_chart_si_gd
195000,account_account_195000,account.data_account_type_current_assets,DDV OD PREJETIH PREDUJMOV,False,account_chart_si_gd
210000,account_account_210000,account.data_account_type_current_liabilities,"OBVEZNOSTI, VKLJUČENE V SKUPINE ZA ODTUJITEV",False,account_chart_si_gd
220000,account_account_220000,account.data_account_type_payable,KRATKOROČNE OBVEZNOSTI (DOLGOVI) DO DOBAVITELJEV V DRŽAVI,True,account_chart_si_gd
221000,account_account_221000,account.data_account_type_payable,KRATKOROČNE OBVEZNOSTI (DOLGOVI) DO DOBAVITELJEV V TUJINI,True,account_chart_si_gd
222000,account_account_222000,account.data_account_type_current_liabilities,"KRATKOROČNI BLAGOVNI KREDITI, PREJETI V DRŽAVI",False,account_chart_si_gd
223000,account_account_223000,account.data_account_type_current_liabilities,"KRATKOROČNI BLAGOVNI KREDITI, PREJETI V TUJINI",False,account_chart_si_gd
224000,account_account_224000,account.data_account_type_current_liabilities,KRATKOROČNE OBVEZNOSTI (DOLGOVI) ZA NEZARAČUNANE BLAGO IN STORITVE,False,account_chart_si_gd
230000,account_account_230000,account.data_account_type_payable,PREJETI KRATKOROČNI PREDUJMI,True,account_chart_si_gd
231000,account_account_231000,account.data_account_type_current_liabilities,PREJETE KRATKOROČNE VARŠČINE,False,account_chart_si_gd
240000,account_account_240000,account.data_account_type_current_liabilities,KRATKOROČNE OBVEZNOSTI IZ IZVOZA ZA TUJ RAČUN,False,account_chart_si_gd
241000,account_account_241000,account.data_account_type_current_liabilities,KRATKOROČNE OBVEZNOSTI DO UVOZNIKOV,False,account_chart_si_gd
242000,account_account_242000,account.data_account_type_current_liabilities,KRATKOROČNE OBVEZNOSTI IZ KOMISIJSKE IN KONSIGNACIJSKE PRODAJE,False,account_chart_si_gd
245000,account_account_245000,account.data_account_type_current_liabilities,DRUGE KRATKOROČNE OBVEZNOSTI IZ POSLOVANJA ZA TUJ RAČUN,False,account_chart_si_gd
250000,account_account_250000,account.data_account_type_current_liabilities,KRATKOROČNE OBVEZNOSTI ZA VRAČUNANE IN NEOBRAČUNANE PLAČE,False,account_chart_si_gd
251000,account_account_251000,account.data_account_type_current_liabilities,KRATKOROČNE OBVEZNOSTI ZA ČISTE PLAČE IN NADOMESTILA PLAČ,False,account_chart_si_gd
253000,account_account_253000,account.data_account_type_current_liabilities,KRATKOROČNE OBVEZNOSTI ZA PRISPEVKE IZ KOSMATIH PLAČ IN NADOMESTIL PLAČ,False,account_chart_si_gd
254000,account_account_254000,account.data_account_type_current_liabilities,KRATKOROČNE OBVEZNOSTI ZA DAVKE IZ KOSMATIH PLAČ IN NADOMESTIL PLAČ,False,account_chart_si_gd
255000,account_account_255000,account.data_account_type_current_liabilities,KRATKOROČNE OBVEZNOSTI ZA DRUGE PREJEMKE IZ DELOVNEGA RAZMERJA,False,account_chart_si_gd
256000,account_account_256000,account.data_account_type_current_liabilities,"KRATKOROČNE OBVEZNOSTI ZA PRISPEVKE IZ DRUGIH PREJEMKOV IZ DELOVNEGA RAZMERJA, KI SE NE OBRAČUNAVAJO SKUPAJ S PLAČAMI",False,account_chart_si_gd
257000,account_account_257000,account.data_account_type_current_liabilities,"KRATKOROČNE OBVEZNOSTI ZA DAVEK IZ DRUGIH PREJEMKOV IZ DELOVNEGA RAZMERJA, KI SE NE OBRAČUNAVAJO SKUPAJ S PLAČAMI",False,account_chart_si_gd
260000,account_account_260000,account.data_account_type_current_liabilities,OBVEZNOSTI ZA OBRAČUNAN DDV 22% - ZAVEZANCI,False,account_chart_si_gd
260001,account_account_260001,account.data_account_type_current_liabilities,"OBVEZNOSTI ZA OBRAČUNAN DDV 9,5% - ZAVEZANCI",False,account_chart_si_gd
260002,account_account_260002,account.data_account_type_current_liabilities,OBVEZNOSTI ZA OBRAČUNAN DDV 22% - KONČNI POTROŠNIKI,False,account_chart_si_gd
260003,account_account_260003,account.data_account_type_current_liabilities,"OBVEZNOSTI ZA OBRAČUNAN DDV 9,5% - KONČNI POTROŠNIKI",False,account_chart_si_gd
261000,account_account_261000,account.data_account_type_current_liabilities,"OBVEZNOSTI ZA DDV, CARINO IN DRUGE DAJATVE OD UVOŽENEGA BLAGA",False,account_chart_si_gd
262000,account_account_262000,account.data_account_type_current_liabilities,OBVEZNOSTI ZA PRISPEVKE IZPLAČEVALCA,False,account_chart_si_gd
263000,account_account_263000,account.data_account_type_current_liabilities,OBVEZNOSTI ZA DAVEK OD IZPLAČANIH PLAČ,False,account_chart_si_gd
264000,account_account_264000,account.data_account_type_current_liabilities,OBVEZNOSTI ZA DAVEK OD DOHODKOV,False,account_chart_si_gd
265000,account_account_265000,account.data_account_type_current_liabilities,OBVEZNOSTI ZA DAVČNI ODTEGLJAJ,False,account_chart_si_gd
266000,account_account_266000,account.data_account_type_current_liabilities,DRUGE KRATKOROČNE OBVEZNOSTI DO DRŽAVNIH IN DRUGIH INŠTITUCIJ,False,account_chart_si_gd
270000,account_account_270000,account.data_account_type_current_liabilities,"KRATKOROČNA POSOJILA, DOBLJENA PRI DRUŽBAH V SKUPINI",False,account_chart_si_gd
271000,account_account_271000,account.data_account_type_current_liabilities,"KRATKOROČNA POSOJILA, DOBLJENA PRI PRIDRUŽENIH DRUŽBAH IN SKUPAJ OBVLADOVANIH DRUŽBAH",False,account_chart_si_gd
272000,account_account_272000,account.data_account_type_current_liabilities,"KRATKOROČNA POSOJILA, DOBLJENA PRI BANKAH IN DRUŽBAH V DRŽAVI",False,account_chart_si_gd
273000,account_account_273000,account.data_account_type_current_liabilities,"KRATKOROČNA POSOJILA, DOBLJENA PRI BANKAH IN DRUŽBAH V TUJINI",False,account_chart_si_gd
