id,property_account_receivable_id/id,property_account_payable_id/id,property_account_expense_categ_id/id,property_account_income_categ_id/id,income_currency_exchange_account_id/id,expense_currency_exchange_account_id/id
account_chart_si_gd,account_account_120000,account_account_220000,account_account_702000,account_account_762000,account_account_777000,account_account_484000
